Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_90s,stats_Gls,stats_Gls2,stats_Ast,stats_Ast2,stats_G+A,stats_G+A2,stats_G-PK,stats_G-PK2,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_G+A-PK,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Age,passing_Born,passing_90s,passing_TotDist,passing_PrgDist,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_GCA,gca_GCA90,defense_Age,defense_Born,defense_90s,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Facundo de León,uy URU,MF,Nacional,Primera Division Uruguay,18,2004,6,1,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,18,2004,1.9,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,2004,1.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18,2004,1.9,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,1.9,0.0,0.0,0.0,0.0,18,2004,1.9,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,1.9,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,6,28,5.1,1.9,1,65,0,5,21,3,1.67,2,5,-3,-1.6,18,2004,1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Danilo Lerda,ar ARG,GK,Maldonado,Primera Division Uruguay,35,1987,15,15,15.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,35,1987,15.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35,1987,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35,1987,15.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1987,15.0,0.0,0.0,0.0,0.0,35,1987,15.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1987,15.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1987,15,90,40.5,15.0,15,90,15,0,0,19,1.4,17,19,-2,-0.13,35,1987,15.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kevin Lewis,uy URU,MF,Danubio,Primera Division Uruguay,24,1999,30,28,27.8,1,0.04,0,0.0,1,0.04,1,0.04,0,0,8,0,0.04,24,1999,27.8,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,1999,27.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24,1999,27.8,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1999,27.8,0.0,0.0,0.0,0.0,24,1999,27.8,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1999,27.8,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1999,30,83,75.1,27.8,28,86,24,2,45,1,1.33,30,26,4,0.14,24,1999,27.8,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Adolfo Lima,uy URU,"FW,MF",Cerro Largo,Primera Division Uruguay,32,1990,24,16,13.6,1,0.07,0,0.0,1,0.07,0,0.0,1,1,6,0,0.0,32,1990,13.6,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,32,1990,13.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32,1990,13.6,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1990,13.6,0.0,0.0,0.0,0.0,32,1990,13.6,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1990,13.6,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1990,24,51,36.8,13.6,16,69,1,8,15,9,1.42,13,16,-3,-0.22,32,1990,13.6,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jonathan Lima,uy URU,GK,Peñarol,Primera Division Uruguay,23,1999,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,23,1999,1.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,1999,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23,1999,1.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1999,1.0,0.0,0.0,0.0,0.0,23,1999,1.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1999,1.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1999,1,90,2.7,1.0,1,90,1,0,0,19,0.0,1,3,-2,-2.0,23,1999,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tomás López,uy URU,MF,River Plate,Primera Division Uruguay,18,2004,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,18,2004,0.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,2004,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18,2004,0.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,0.0,0.0,0.0,0.0,0.0,18,2004,0.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,0.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,1,1,0.0,0.0,0,0,0,1,1,0,0.0,0,0,0,0.0,18,2004,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yordi López,uy URU,MF,Liverpool,Primera Division Uruguay,20,2002,4,0,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,20,2002,0.7,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,2002,0.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,2002,0.7,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,0.7,0.0,0.0,0.0,0.0,20,2002,0.7,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,0.7,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,4,16,1.9,0.7,0,0,0,4,16,22,3.0,1,2,-1,-1.45,20,2002,0.7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Máximo Lorenzi,uy URU,DF,Plaza Colonia,Primera Division Uruguay,21,2001,9,4,4.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,3,0,0.0,21,2001,4.2,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,2001,4.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,2001,4.2,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,4.2,0.0,0.0,0.0,0.0,21,2001,4.2,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,4.2,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,9,42,11.3,4.2,4,79,3,5,12,4,1.67,1,3,-2,-0.48,21,2001,4.2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Erik de los Santos,uy URU,MF,Racing,Primera Division Uruguay,24,1999,21,21,19.4,1,0.05,0,0.0,1,0.05,1,0.05,0,0,6,1,0.05,24,1999,19.4,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,1999,19.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24,1999,19.4,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1999,19.4,0.0,0.0,0.0,0.0,24,1999,19.4,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1999,19.4,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1999,21,83,52.3,19.4,21,83,12,0,0,0,1.67,22,21,1,0.05,24,1999,19.4,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Guillermo de los Santos,uy URU,DF,Defensor,Primera Division Uruguay,31,1991,31,30,29.7,2,0.07,0,0.0,2,0.07,2,0.07,0,0,10,0,0.07,31,1991,29.7,0.30863608007887633,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31,1991,29.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,31,1991,29.7,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1991,29.7,0.0,0.0,0.0,0.0,31,1991,29.7,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1991,29.7,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1991,31,86,80.4,29.7,30,89,28,1,1,2,1.61,46,23,23,0.77,31,1991,29.7,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Lucas de los Santos,uy URU,MF,Defensor,Primera Division Uruguay,21,2001,19,8,9.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,5,0,0.0,21,2001,9.7,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,2001,9.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,2001,9.7,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,9.7,0.0,0.0,0.0,0.0,21,2001,9.7,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,9.7,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,19,46,26.2,9.7,8,82,4,11,20,0,1.55,14,13,1,0.1,21,2001,9.7,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Leandro Lozano,uy URU,DF,Nacional,Primera Division Uruguay,24,1998,30,29,26.9,2,0.07,0,0.0,2,0.07,2,0.07,0,0,10,1,0.07,24,1998,26.9,0.30863608007887633,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,1998,26.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24,1998,26.9,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1998,26.9,0.0,0.0,0.0,0.0,24,1998,26.9,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1998,26.9,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1998,30,81,72.6,26.9,29,82,21,1,28,3,1.8,43,25,18,0.67,24,1998,26.9,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alfonso de Luca,uy URU,MF,Cerro Largo,Primera Division Uruguay,17,2005,2,0,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,17,2005,0.3,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,2005,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17,2005,0.3,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,0.3,0.0,0.0,0.0,0.0,17,2005,0.3,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,0.3,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,2,13,0.8,0.3,0,0,0,2,13,9,0.0,1,2,-1,-3.46,17,2005,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
José Luis Tancredi,uy URU,MF,Cerro,Primera Division Uruguay,39,1983,9,0,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,39,1983,1.6,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,39,1983,1.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39,1983,1.6,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1983,1.6,0.0,0.0,0.0,0.0,39,1983,1.6,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1983,1.6,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1983,9,16,4.3,1.6,0,0,0,9,16,8,1.0,1,2,-1,-0.63,39,1983,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alexander Machado,uy URU,FW,Boston River,Primera Division Uruguay,20,2002,11,3,3.7,1,0.27,0,0.0,1,0.27,1,0.27,0,0,1,0,0.27,20,2002,3.7,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,2002,3.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,2002,3.7,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,3.7,0.0,0.0,0.0,0.0,20,2002,3.7,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,3.7,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,11,30,9.9,3.7,3,55,0,8,20,5,0.91,6,6,0,0.0,20,2002,3.7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Luis Machado,uy URU,FW,La Luz FC,Primera Division Uruguay,31,1991,25,11,12.7,1,0.08,0,0.0,1,0.08,1,0.08,0,0,2,0,0.08,31,1991,12.7,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31,1991,12.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,31,1991,12.7,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1991,12.7,0.0,0.0,0.0,0.0,31,1991,12.7,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1991,12.7,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1991,25,46,34.3,12.7,11,79,5,14,19,11,0.96,18,27,-9,-0.71,31,1991,12.7,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Renzo Machado,uy URU,FW,Liverpool,Primera Division Uruguay,17,2005,9,1,2.4,1,0.42,0,0.0,1,0.42,1,0.42,0,0,2,0,0.42,17,2005,2.4,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,2005,2.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17,2005,2.4,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,2.4,0.0,0.0,0.0,0.0,17,2005,2.4,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,2.4,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2005,9,24,6.4,2.4,1,90,1,8,15,24,1.8,4,2,2,0.85,17,2005,2.4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Andrés Madruga,uy URU,DF,Peñarol,Primera Division Uruguay,18,2004,3,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,18,2004,3.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,2004,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18,2004,3.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,3.0,0.0,0.0,0.0,0.0,18,2004,3.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,3.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2004,3,90,8.1,3.0,3,90,3,0,0,3,1.67,1,0,1,0.33,18,2004,3.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Marco Mancebo,uy URU,DF,Boston River,Primera Division Uruguay,21,2001,3,3,2.0,1,0.5,0,0.0,1,0.5,1,0.5,0,0,2,0,0.5,21,2001,2.0,-0.0947228025091405,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,2001,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,2001,2.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,2.0,0.0,0.0,0.0,0.0,21,2001,2.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,2.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2001,3,60,5.4,2.0,3,60,1,0,0,0,0.33,2,3,-1,-0.5,21,2001,2.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Brian Mansilla,uy URU,FW,Peñarol,Primera Division Uruguay,20,2002,23,8,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,20,2002,10.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,2002,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,2002,10.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,10.0,0.0,0.0,0.0,0.0,20,2002,10.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,10.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,23,39,27.1,10.0,8,66,1,15,25,3,1.65,11,12,-1,-0.1,20,2002,10.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Juan Manuel Ramos,uy URU,DF,Peñarol,Primera Division Uruguay,26,1996,5,3,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,26,1996,4.0,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26,1996,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26,1996,4.0,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1996,4.0,0.0,0.0,0.0,0.0,26,1996,4.0,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1996,4.0,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1996,5,72,10.8,4.0,3,90,3,2,44,9,1.6,3,3,0,0.0,26,1996,4.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Santiago Marcel,uy URU,MF,Fénix,Primera Division Uruguay,20,2002,23,5,9.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,8,0,0.0,20,2002,9.5,-0.49808168509715733,-0.5646528113138414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,2002,9.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,2002,9.5,-0.4280538834905829,-0.4246441396390137,-0.31285963976771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,9.5,0.0,0.0,0.0,0.0,20,2002,9.5,0.0,-0.3600600598727222,-0.3797453593702314,-0.3316251144282009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,9.5,0.0,-0.21375727072776146,0.0,-0.4056717861391436,-0.37823455060996736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2002,23,37,25.7,9.5,5,65,0,18,30,4,1.0,11,9,2,0.21,20,2002,9.5,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
